Ticker,Date,Close,RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,ML_Prob,PassesCore,PassesSpec,Tech_Score,Final_Score,Market_Trend,Market_Volatility,SPY_RSI,Relative_Strength_20d,Dist_From_52w_High,Vol_Breakout,Price_Breakout,Mom_Acceleration,R_5d,Excess_5d,R_10d,Excess_10d,R_20d,Excess_20d,Fund_Score
AAPL,2024-11-01,221.66250610351562,27.62191304027317,0.01852764881724313,-0.018596050851112156,10.0,0.5,1.5756703998200245,0.5,True,True,38.36056312481346,31.098309718647403,0.0,0.11125784372534438,31.37965861509224,-0.01376575767787791,-0.06139202981201208,1.0,0.0,0.0,1.9288939932982085,-2.8256048242543796,1.0486357904666788,-1.527368640736082,,,
V,2024-09-24,270.3422546386719,31.086418482596272,0.019712388936500964,0.007350136813274455,5.231194139948193,0.5,1.7497341567657103,0.5,True,True,38.2784325226646,31.05313788746553,1.0,0.14039227597671,72.74068482373178,-0.004827128108021439,-0.06923268049083386,1.0,0.0,0.0,1.7669997714079289,2.2360977108091817,0.7991691665984568,0.4718462688857228,4.402830026273974,2.2988585625155933,
AMZN,2024-08-08,165.8000030517578,31.988934033701256,0.045799584526031535,-0.1051574741466822,6.002094093761771,0.5,0.8809555331315967,0.5,True,True,38.17854635692684,30.998200496309764,0.0,0.21242216748566672,40.19253404520981,-0.10354488552527985,-0.17594430632914404,0.0,0.0,0.0,7.110972900556778,2.8859702906346874,6.230399059661029,1.4117939001194735,3.371529695415987,1.5417115631953582,
V,2024-08-12,257.56744384765625,47.41849594224707,0.020445615540274645,-0.02614516784270582,1.8420909011021538,0.7142857142857143,2.8478478957687714,0.5,True,True,38.136965932868264,30.975331263077546,0.0,0.2109389983959477,38.55339478121814,0.02038135193277224,-0.10333691629539576,1.0,0.0,1.0,2.5318454923418,-2.407488709015304,3.2013502417662654,-1.9592544930884914,9.792605897888262,6.882274381362396,
AAPL,2024-08-02,218.37680053710938,45.86284981826856,0.02549676191018122,0.034151556306631914,6.3122601638664175,0.5714285714285714,1.9108509336405362,0.5,True,True,38.11885704536318,30.96537137494975,0.0,0.16663201588794746,31.392199917195214,0.010567045850068957,-0.07322008209617048,1.0,0.0,1.0,-1.6464892462321634,-1.6633850194283317,2.9344427036583465,-1.0831814599252976,4.277750084512211,-1.4981856831768336,
NVDA,2024-09-05,107.17009735107422,31.4875831036137,0.058736517318623276,-0.09969753680612592,9.264259298328348,0.5,0.8916113927946457,0.5,True,True,38.057371675362354,30.931554421449295,0.0,0.15476897866681774,46.11231718066581,0.024241604215289536,-0.2383489310961261,0.0,0.0,0.0,11.137204466235096,9.41233873620737,9.952503022175762,6.064299883399537,14.597993493129735,10.967844861490583,
GOOGL,2024-08-15,160.3789825439453,38.057933575085585,0.029120531153589,-0.08259133065754998,6.807268351874701,0.5714285714285714,1.0132024577735887,0.5,True,True,38.030549750820846,30.91680236295147,0.0,0.22338218762019962,54.903996890040105,-0.0929812725830782,-0.15880046354145694,0.0,0.0,1.0,1.5498929318667587,0.9803534406171321,0.2975758655764382,-0.6570607447442978,-2.2511185615812335,-3.867538257498937,
V,2024-08-05,253.63963317871094,34.87690495211466,0.021973955059022485,-0.045604428599548275,6.02230120048225,0.5714285714285714,1.2873986962002135,0.5,True,True,38.0177276427873,30.909750203533015,0.0,0.1919072403305847,23.36180771224457,0.030866278096472133,-0.11701070508644917,0.0,0.0,1.0,1.5485792262512232,-1.522668496544144,4.119632351928204,-4.042648761404698,8.835822615899502,2.128952307258447,
WMT,2024-07-31,67.78397369384766,29.656282471469453,0.01226897320520525,0.010377523696224467,5.975007242877837,0.2857142857142857,1.6972580548966905,0.5,False,True,37.977706508700024,30.887738579785015,0.0,0.1490171551621457,45.57519556184861,0.005095055181097097,-0.037712188337115204,1.0,0.0,0.0,-2.5204002304666906,3.316466571726184,0.02915162797210158,1.3109092535710243,11.155112435803115,9.7953016174821,
MSFT,2024-08-06,395.9186706542969,23.477600440384066,0.029305382886539735,-0.08622014084346397,10.0,0.35714285714285715,1.043581387760566,0.5,False,True,37.89555388203835,30.842554635121093,0.0,0.19660787153805392,29.766181475869956,-0.06983563366362855,-0.14677054285061364,0.0,0.0,0.0,3.6035174263032266,-0.2057336544199595,6.495251113754286,-0.5046641515661365,2.5091989702364037,-3.0064827606106403,
META,2024-07-18,473.9063720703125,34.40572146955624,0.035964209878640414,-0.03225171441907604,4.621912798937014,0.5,1.352765339741238,0.5,True,True,37.87861279153722,30.833237035345473,1.0,0.09379484982702839,57.04054001564781,-0.05818135607554975,-0.12335794227130203,0.0,0.0,0.0,-4.7157814262432485,-2.137345622580744,4.60018453259341,6.346275846952976,12.920037679268237,12.84583373188286,
V,2024-06-14,267.7043151855469,39.059515519509304,0.01400016271649745,-0.011899892148933389,5.244596053962322,0.5,1.4589161302229567,0.5,True,True,37.692661285359826,30.730963706947907,1.0,0.08044425742954443,72.95241884762993,-0.059455276144983915,-0.06804768029115171,0.0,0.0,0.0,2.08381425958446,1.7686061106503503,-2.7414306779364406,-3.5372107072937142,-0.5209336153627397,-4.924616285591865,
