RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,Market_Trend,Market_Volatility,SPY_RSI,Relative_Strength_20d,Dist_From_52w_High,Vol_Breakout,Price_Breakout,Mom_Acceleration,RR_MomCons,RSI_Neutral,RSI_Squared,Risk_Score,Vol_Mom,Overext_Mom_Div,RR_Risk_Adj,ATR_Regime
-0.06529526,-0.54891413,-0.08555512,-0.19982244,-0.0076614446,-0.101737976,-0.01852303,0.3178121,0.05575098,0.3540927,-0.19070435,0.0,0.0,-0.097197406,-0.088704005,0.12828878,0.0,0.028379178,-0.029559288,-0.17179717,-0.109879665,0.0
-0.044869598,0.051222887,0.03910792,-0.2277401,-0.032415573,-0.1395186,0.01056278,0.39620999,0.05095335,0.6856547,-0.15882766,0.0,0.0,-0.09017124,0.07102418,0.13653252,0.0,0.06902981,0.0146592725,-0.100723416,-0.14831273,0.0
-0.026411189,0.06674886,0.092858225,-0.07275703,-0.026111415,0.041549,0.008428315,-1.4037906,0.005595154,-0.08603575,0.44505522,0.0,0.0,-0.14457446,-0.046851486,0.024738394,0.0,-0.15359868,0.028093256,-0.031025982,-0.23857148,0.0
-0.20827171,0.08898672,0.13097364,-0.02873247,-0.030563068,-0.039074205,0.008015018,0.18464178,0.04462607,-0.061536584,0.5494864,0.0,0.0,-0.24909884,0.22647363,-0.41007555,0.0,-0.06822686,-0.026900707,-0.25998002,0.0280014,0.0
-0.31187508,1.3709824,0.026177263,-0.10058033,0.0034356262,0.05694353,0.019151496,0.34998083,0.15470533,0.8590965,0.029794328,0.0,0.0,0.0849116,-0.077893436,-0.076578476,0.0,-0.05157032,0.056627505,-0.004148855,-0.11815449,0.0
0.030871725,-0.12831873,0.052694384,0.1107344,0.0005142652,0.16361058,0.07123203,0.008085788,0.15172257,0.48270595,1.0433478,0.0,0.0,0.04999036,0.0062868223,0.1880485,0.0,0.024399305,0.015860548,0.023476766,0.0014492341,0.0
-0.18552902,0.06382614,0.032815643,-0.22985399,0.120797135,-0.016001424,0.0048052296,0.2026096,-0.013491298,0.0023335982,0.7236251,0.0,0.0,-0.19532928,0.16173969,-0.33699313,0.0,-0.09476816,-0.019391956,-0.15058294,-0.023383727,0.0
-0.19246902,0.36575967,-0.029246323,-0.19224672,-0.11334609,-0.026758853,-0.0038863663,0.09274222,-0.63318443,-0.07760887,-0.17345853,0.0,0.0,-0.09652769,-0.08055114,0.11319967,0.0,-0.09722908,-0.0076223873,-0.19807467,-0.0012597563,0.0
-0.09503044,0.11934993,0.08440069,0.034182347,-0.021996686,0.21220155,0.010406008,0.22961797,0.12620088,0.042957217,0.77211416,0.0,0.0,-0.16801204,0.17879048,-0.27626842,0.0,-0.056406405,0.058361255,-0.12697777,0.0368124,0.0
0.080806434,-0.091599815,0.05471805,0.13448378,-0.002718124,0.15705295,0.07123203,0.008548659,0.14162447,0.49224916,1.0442533,0.0,0.0,-0.055386268,0.040397476,0.18873076,0.0,0.02466095,-0.034445323,0.03233951,0.036763795,0.0
0.016616741,-0.15461108,0.07473877,-0.07632961,0.06283945,0.06331525,0.013251469,-2.554668,-0.066246495,-0.118556194,0.6647688,0.0,0.0,-0.13249189,-0.08900983,0.19087686,0.0,-0.24664706,-0.09322298,-0.10883259,-0.06355043,0.0
0.022944737,1.0503025,0.26659527,0.20863295,0.16033375,-0.046312135,0.0067806426,-2.8958623,-0.014732184,-0.103731014,-0.278068,0.0,0.0,-0.03573752,0.03342297,0.16003664,0.0,-0.28870568,0.023179159,0.16340452,0.06096604,0.0
-0.18484211,-0.6857787,0.1552238,-0.1690057,0.035138976,-0.13442343,-0.014545335,0.57385457,0.05484612,0.094213344,-0.26536673,0.0,0.0,-0.081390955,0.052748844,0.16785425,0.0,0.25554258,0.078208916,0.16581464,0.10446499,0.0
-0.05023553,-0.5349726,-0.08758681,-0.20003757,0.2864956,0.0694393,-0.016684687,0.23428164,0.05470384,0.20437372,-0.1488242,0.0,0.0,-0.10650046,0.08372784,0.17437571,0.0,-0.12993224,-0.0047730706,-0.16442443,-0.102599,0.0
-0.07645173,-0.036508225,8.4239815e-05,-0.08848933,-0.0294483,-0.326231,0.008383295,-0.11432105,0.2231934,-0.17003226,-0.17098492,0.0,0.0,0.102579154,-0.08882593,0.14996293,0.0,0.07829134,0.06750465,-0.22922076,-0.09597285,0.0
0.12702619,-0.030368134,0.087702274,0.14528695,0.059247047,0.061833955,0.013251469,-2.6526856,-0.06330694,0.054762457,0.747202,0.0,0.0,-0.056020573,0.114777446,0.20073673,0.0,-0.20534296,-0.01998716,-0.07476862,0.020194022,0.0
-0.046854854,0.019412978,0.024022007,0.0040942277,0.0016803101,0.12889051,0.06787431,0.23017846,0.24738416,-0.049993716,1.3527466,0.0,0.0,0.1818156,0.017889062,0.09170881,0.0,-0.06987531,0.04285174,0.0313538,-0.063990556,0.0
-0.3482601,0.027151264,0.33275044,-0.03735914,-0.019576635,-0.041758154,0.007986352,-2.868997,-0.12926239,-0.20473403,0.610344,0.0,0.0,0.101132184,-0.045240186,-0.20610066,0.0,-0.2865075,0.01279055,-0.12565124,-0.1132019,0.0
-0.07228806,0.116924785,-0.016247077,-0.02140819,-0.007952104,0.124588676,0.06793263,0.23797064,0.2118112,-0.022693202,1.3240018,0.0,0.0,0.16062418,-0.01823825,0.036088064,0.0,-0.009747976,0.038552996,0.022180922,-0.07989187,0.0
-0.16118856,-0.42733473,0.047010764,0.15105748,-0.023763834,0.17400733,-0.011017035,0.42184392,0.15902644,0.06882459,0.6637688,0.0,0.0,0.22575003,0.2217874,-0.08616703,0.0,-0.11902314,0.09674131,-0.15308423,0.047398366,0.0
-0.3335236,-0.32743064,0.011776414,-0.16046815,0.15442204,0.14832127,-0.00478025,0.3273565,0.20613192,-0.46662223,0.14284913,0.0,0.0,-0.11115263,-0.21054454,0.020099428,0.0,-0.12151944,0.030243304,-0.097160116,-0.1183242,0.0
-0.046160083,0.11416961,0.5190744,-0.14930403,0.0703739,0.03236718,0.008816062,0.09949408,0.14467038,-0.023591444,0.21167444,0.0,0.0,-0.17372957,-0.068624616,0.076163575,0.0,-0.1138745,0.028221767,-0.07347316,-0.21989849,0.0
-0.27181274,1.0163857,0.27240416,-0.17073464,-0.09856132,0.0066786613,0.004462398,-2.554029,0.03738623,-0.117221296,0.28537735,0.0,0.0,0.052317888,0.1115661,-0.23893528,0.0,-0.25576463,0.04467809,-0.1397898,0.018042065,0.0
0.019414702,0.66578925,0.38953888,0.3323368,-0.01816485,0.07529537,0.0070831985,0.07394781,0.18175061,-0.31092504,-0.24935943,0.0,0.0,-0.060792834,0.05712875,0.18324427,0.0,-0.052785538,0.032631777,0.096831456,0.077875145,0.0
-0.1749306,-0.51995444,0.026891934,0.10785266,-0.0075010085,0.1782529,-0.014282392,0.4181446,0.16098663,0.095101885,0.57960653,0.0,0.0,0.23044883,0.23398742,-0.094411545,0.0,-0.1260392,0.09648145,-0.1723337,0.028859487,0.0
-0.07007293,0.10051267,0.055268608,-0.032216877,0.002959524,0.13026662,0.06787431,0.20066194,-0.057407893,-0.08588237,1.2633725,0.0,0.0,0.14081451,0.016586421,0.033620995,0.0,-0.066512376,0.05406582,0.297801,-0.21394993,0.0
-0.20954064,0.08967835,-0.20588458,-0.32531214,0.14277244,0.13622744,0.005514438,-0.034731757,0.0022183808,-0.17041716,-0.24382621,0.0,0.0,-0.13004223,0.11934112,-0.16298635,0.0,-0.07984969,0.08239426,-0.3931669,0.05356121,0.0
-0.0705159,0.0106030945,-0.13843554,0.1932121,-0.01196911,0.09930248,0.009658714,-0.18488193,-0.01813843,0.08929716,-0.16988474,0.0,0.0,-0.053684518,-0.026563888,0.13477059,0.0,-0.085395604,-0.06394395,-0.2757398,0.0332722,0.0
-0.35509092,0.15404224,-0.02793629,-0.06119671,-0.04315827,0.020942977,-0.0014840696,0.073908605,0.032038927,-0.29544073,-0.09648824,0.0,0.0,-0.1423062,0.2103436,0.011577085,0.0,-0.13478465,0.035979457,-0.20082162,0.14150302,0.0
-0.16896339,0.13105147,0.06652728,-0.20317371,0.39010385,-0.116314545,0.0062706717,0.0067525227,0.14865856,0.008293412,-0.2761535,0.0,0.0,-0.10044945,0.28233263,-0.5862437,0.0,-0.0378077,-0.04890329,-0.26048198,0.12825613,0.0
-0.045069505,-0.40532258,0.43044809,-0.21101902,-0.014027588,0.0065712347,-0.010302252,0.30633783,0.053517003,0.20652449,-0.1264929,0.0,0.0,-0.101130664,-0.08680517,0.13326591,0.0,-0.06642992,-0.0128851775,-0.016861683,-0.2006936,0.0
-0.29748672,0.06748444,0.08154249,-0.26595142,-0.06282849,0.26799136,-0.004225255,0.4007351,0.04593203,-0.10390027,-0.17711821,0.0,0.0,-0.13304412,0.013633561,-0.4022861,0.0,-0.052640405,-0.017648002,-0.19420753,0.005456359,0.0
-0.28735805,-0.31062582,0.26710585,-0.23166777,-0.088983126,-0.009965993,0.03186048,0.07207151,0.103427,0.2795136,-0.17698832,0.0,0.0,0.10140865,0.18903132,-0.5471851,0.0,-0.033209827,-0.051608253,-0.14896284,0.020681178,0.0
-0.3475181,-0.44393563,0.088034175,-0.081142634,0.03130552,0.024569292,0.019739773,0.020466447,0.00020608539,-0.04794911,0.95619386,0.0,0.0,-0.20419526,-0.08010312,-0.2668218,0.0,-0.07161513,0.012621826,-0.3068648,-0.025080942,0.0
-0.03377956,0.15163368,0.1391296,-0.0044285622,0.07968006,0.12263534,0.008015018,0.27868953,-0.012637332,-0.1271483,0.47885838,0.0,0.0,-0.26067656,0.30531096,0.052219972,0.0,-0.11053123,0.0062927706,-0.14719756,-0.07888336,0.0
-0.020594515,0.5518936,0.24616554,-0.13281491,-0.001686218,-0.016817713,0.0070831985,0.049485527,0.18131314,-0.13240044,-0.19471577,0.0,0.0,-0.08895438,-0.10132523,0.14794749,0.0,-0.06092174,0.07778068,-0.034514602,-0.17510882,0.0
-0.36928087,-0.07713573,0.00530446,-0.28337684,-0.05210595,0.01898335,0.006542237,0.28326815,0.16506049,-0.31692603,-0.1198625,0.0,0.0,-0.11388605,0.11584751,0.0062393537,0.0,-0.16247655,-0.035867054,-0.14992975,0.03255323,0.0
-0.27332458,-0.37735268,0.034503635,-0.33800942,-0.0069516553,0.018433666,-0.0051150313,0.28479332,-0.03473045,-0.038140707,0.3118483,0.0,0.0,0.081497245,0.14126879,-0.42052516,0.0,-0.080051534,-0.040063288,-0.3078571,-0.023403903,0.0
-0.04548525,1.1529579,0.07646472,-0.006911901,0.30603716,0.03843313,0.005839332,-0.9669462,0.24505594,-0.15982409,0.27643934,0.0,0.0,-0.118201725,0.14652604,0.08169988,0.0,-0.114717565,0.05827289,-0.13745613,0.06294773,0.0
-0.18824333,-0.00764637,0.021660542,-0.17185667,-0.022733007,0.16230543,-0.0056196977,0.06443849,0.018547159,-0.11999407,0.30405584,0.0,0.0,-0.2166104,0.18360837,-0.16276164,0.0,-0.11869399,0.1098432,-0.2433232,-0.031597104,0.0
